Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Subtype	Lineage Sub-subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	LN405_CENTRAL_NERVOUS_SYSTEM	LN405_CENTRAL_NERVOUS_SYSTEM	NA	NA	Glioma	Glioblastoma Multiforme	NA	NA	ACH-002268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	central_nervous_system	NA	glioma	glioblastoma	161	NA	NA	GBM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Glioblastoma	NA	5.5	NA	glioma
ccle_broad_2019	LN428_CENTRAL_NERVOUS_SYSTEM	LN428_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000455	NA	NA	NA	Caucasian	NA	NA	NA	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	322	115.146489	LN-428	ASTR	NA	NA	Central_Nervous_System	NA	NA	NA	NA	1	NA	Male	NA	brain	NS	NS	Glioblastoma	NA	10.9333333333	glioma	glioma
ccle_broad_2019	LN443_CENTRAL_NERVOUS_SYSTEM	LN443_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000673	NA	NA	NA	Caucasian	0.6540	NA	1	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	187	160.7552819	LN-443	ASTR	NA	2.79	Central_Nervous_System	NA	NA	0.99	NA	1	NA	Male	NA	brain	NS	NS	Glioblastoma	NA	6.3	glioma	glioma
ccle_broad_2019	LN464_CENTRAL_NERVOUS_SYSTEM	LN464_CENTRAL_NERVOUS_SYSTEM	NA	COSMIC	Glioma	Astrocytoma	NA	NA	ACH-000676	NA	NA	NA	Caucasian	NA	NA	NA	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	450	126.6253024	LN-464	ASTR	NA	NA	Central_Nervous_System	NA	NA	NA	NA	1	NA	Male	NA	brain	NS	NS	Glioblastoma	NA	15.1666666667	glioma	glioma
ccle_broad_2019	LNCAPCLONEFGC_PROSTATE	LNCAPCLONEFGC_PROSTATE	50	CCLE	Prostate Cancer	Prostate Adenocarcinoma	NIBRI	NA	ACH-000977	prostate_cancer	53	NA	Caucasian	0.1391	NA	0	NA	NA	Carcinoma	adenocarcinoma	NS	NS	NA	prostate	NA	prostate_adenocarcinoma	NA	4223	826.0027861	LNCaP clone FGC	PRAD	Prostate:Carcinoma	1.97	Prostate	30	129c	1	Caucasian	1	Metastasis	Male	lymph_node	NS	NS	NS	Adenocarcinoma	NA	141.233333333	prostate	prostate
ccle_broad_2019	LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308_CENTRAL_NERVOUS_SYSTEM	NA	ACHILLES	Glioma	Glioblastoma	NA	NA	ACH-000760	NA	NA	NA	Caucasian	0.3161	NA	1	NA	NA	Glioma	astrocytoma_Grade_IV	NS	NS	NA	central_nervous_system	NA	glioma	glioblastoma	188	152.9863676	LNZ308	GB	NA	3.48	Central_Nervous_System	NA	NA	1	NA	1	NA	Female	NA	NS	NS	NS	Glioblastoma	NA	6.23333333333	glioma	glioma
ccle_broad_2019	LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM	NA	NA	Glioma	Astrocytoma	NA	NA	ACH-002269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	central_nervous_system	NA	glioma	astrocytoma	397	NA	NA	ASTR	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Astrocytoma	NA	13.2666666667	NA	glioma
ccle_broad_2019	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	38	CCLE	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	NIBRI	NA	ACH-000104	NA	NA	NA	Caucasian	0.0656	NA	0	NA	NA	Lymphoid_Neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	NA	blood	NA	ALL	t_cell	135	95.836918	Loucy	TLL	Leukemia:ALL	1.96	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), T-cell	NA	4.63333333333	T-cell_ALL	T-cell_ALL
ccle_broad_2019	LOUNH91_LUNG	LOUNH91_LUNG	64	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	DSMZ	ADHERENT OVOID TO EPITHELOID CELLS GROWING IN MONOLAYERS	ACH-000176	Lung Cancer	101.6	NA	Caucasian	0.2166	5%DMSO	1	NA	RPMI-1640 + 20% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	191	91.72271944	LOU-NH91	LUSC	Lung:NSCLC_Squamous	2.16	Lung	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	2mM L-GLUTAMINE	6.5	lung_NSC	lung_NSC
ccle_broad_2019	LOVO_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	56	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	NIBRI	NA	ACH-000950	colorectal_cancer	NA	NA	Caucasian	0.2092	NA	0	NA	NA	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	MSI	colorectal_adenocarcinoma	NA	2302	453.4224896	LoVo	COADREAD	Colorectal:Carcinoma	2.2	Large_Intestine	NA	NA	1	Caucasian	1	Metastasis	Male	lymph_node	colon	NS	NS	Adenocarcinoma	NA	77.5	colorectal	colorectal
ccle_broad_2019	LOXIMVI_SKIN	LOXIMVI_SKIN	58	CCLE	Melanoma	Cutaneous Melanoma	NCI/DCTD	NA	ACH-000750	skin_cancer	29.3	NA	Caucasian	0.4990	5% DMSO	1	NA	RPMI-1640+10% FBS	Malignant_Melanoma	NS	NS	NS	NA	skin	NA	melanoma	NA	519	159.042239	LOX IMVI	SKCM	Skin:Melanoma	3.29	Skin	19	127c	1	NA	1	Primary	Male	NA	NS	NS	NS	Melanoma	NA	17.7333333333	melanoma	melanoma
ccle_broad_2019	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	56	CCLE	Mature B-Cell Neoplasms	Plasma Cell Myeloma	HSRRB	Supsension	ACH-000204	multiple_myeloma	127.7	NA	Caucasian	0.4242	5% DMSO	0	NA	IMDM + 20% FBS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	NA	plasma_cell	NA	multiple_myeloma	NA	231	90.81465525	LP-1	PCM	Lymphoma:Multiple_Myeloma	1.92	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Multiple Myeloma	NA	7.7	multiple_myeloma	multiple_myeloma
ccle_broad_2019	LP6_SOFT_TISSUE	LP6_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Fibrosarcoma	NA	NA	ACH-001116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	NA	NA	NA	NA	NA	NA	FIBS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ccle_broad_2019	LS1034_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	54	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	ATCC	adherent epithelial	ACH-000252	NA	93.9	NA	Caucasian	0.3562	5% DMSO	1	NA	RPMI-1640+ 10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	NA	colorectal_adenocarcinoma	NA	368	80.78238474	LS1034	COADREAD	Colorectal:Carcinoma	3.11	Large_Intestine	NA	NA	1	Caucasian	1	Primary	Male	NA	caecum	NS	NS	Adenocarcinoma	NA	12.4	colorectal	colorectal
ccle_broad_2019	LS1034_MATCHED_NORMAL_TISSUE	LS1034_MATCHED_NORMAL_TISSUE	NA	NA	Cancer of Unknown Primary	Cancer of Unknown Primary	NA	NA	ACH-002376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	107	NA	NA	CUP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Unknown	NA	3.73333333333	NA	NA
ccle_broad_2019	LS123_LARGE_INTESTINE	LS123_LARGE_INTESTINE	65	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	NA	NA	ACH-000501	NA	NA	NA	Caucasian	0.7928	5%DMSO	1	NA	EMEM+10%FBS	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	NA	colorectal_adenocarcinoma	NA	398	110.6272486	LS123	COADREAD	Colorectal:Carcinoma	2.66	Large_Intestine	NA	NA	1	Caucasian	1	Primary	Female	NA	colon	NS	NS	Adenocarcinoma	NA	13.3333333333	colorectal	colorectal
ccle_broad_2019	LS180_LARGE_INTESTINE	LS180_LARGE_INTESTINE	58	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	NA	NA	ACH-000957	colon_cancer	NA	NA	Caucasian	0.0260	NA	0	NA	NA	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	MSI	colorectal_adenocarcinoma	NA	2262	529.8257616	LS 180	COADREAD	Colorectal:Carcinoma	2	Large_Intestine	27	129c	1	Caucasian	1	Primary	Female	NA	colon	NS	NS	Adenocarcinoma	NA	76.0666666667	colorectal	colorectal
ccle_broad_2019	LS411N_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	32	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	ATCC	adherent epithelial	ACH-000985	NA	69.9	NA	Caucasian	0.2807	5% DMSO	1	NA	RPMI-1640+10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	MSI	colorectal_adenocarcinoma	NA	5442	1024.430529	LS411N	COADREAD	Colorectal:Carcinoma	3.41	Large_Intestine	9	128c	0.98	Caucasian	1	Primary	Male	NA	caecum	NS	NS	Adenocarcinoma	NA	182.066666667	colorectal	colorectal
ccle_broad_2019	LS513_LARGE_INTESTINE	LS513_LARGE_INTESTINE	63	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	NA	NA	ACH-000007	NA	NA	NA	Caucasian	0.2636	NA	0	NA	NA	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	NA	colorectal_adenocarcinoma	NA	411	112.3495388	LS513	COADREAD	Colorectal:Carcinoma	2.28	Large_Intestine	9	130c	1	Caucasian	1	Primary	Male	NA	caecum	NS	NS	Adenocarcinoma	NA	13.9	colorectal	colorectal
ccle_broad_2019	LU134A_LUNG	LU134A_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	SCLC	NA	334	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	11.2333333333	NA	lung_small_cell
ccle_broad_2019	LU135_LUNG	LU135_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-001549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	SCLC	NA	407	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	13.7	NA	lung_small_cell
ccle_broad_2019	LU139_LUNG	LU139_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	SCLC	NA	419	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	14.0666666667	NA	lung_small_cell
ccle_broad_2019	LU165_LUNG	LU165_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	SCLC	NA	352	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	11.7666666667	NA	lung_small_cell
ccle_broad_2019	LU65_LUNG	LU65_LUNG	64	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	JCRB	Lymphocyte like with partially attached cells	ACH-000438	lung_cancer	NA	NA	Asian	0.3708	5% DMSO	1	NA	RPMI 1640+10%FBS	Carcinoma	non_small_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_large_cell	325	139.7910668	LU65	LCLC	Lung:NSCLC_Large_Cell	2.35	Lung	22	128n	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	10.9333333333	lung_NSC	lung_NSC
ccle_broad_2019	LU99A_LUNG	LU99A_LUNG	NA	NA	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	NA	NA	ACH-002158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	NSCLC	NSCLC_large_cell	NA	NA	NA	LCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	NA	NA	NA
ccle_broad_2019	LU99_LUNG	LU99_LUNG	63	CCLE	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	HSRRB	Adherent	ACH-000444	NA	40.4	NA	Asian	0.9152	5% DMSO	1	NA	RPMI 1640 +10% FBS	Carcinoma	large_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_large_cell	364	165.0898898	LU99	LCLC	Lung:NSCLC_Large_Cell	2.71	Lung	NA	NA	0.99	Asian	1	Metastasis	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NA	12.1	lung_NSC	lung_NSC
ccle_broad_2019	LUDLU1_LUNG	LUDLU1_LUNG	72	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	ECAAC	epithelial, adherent	ACH-000390	NA	120.7	NA	Caucasian	0.7730	5% DMSO	0	NA	RPMI-1640+10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	235	108.9028042	LUDLU-1	LUSC	Lung:NSCLC_Squamous	1.82	Lung	9	127n	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	7.96666666667	lung_NSC	lung_NSC
ccle_broad_2019	LXF289_LUNG	LXF289_LUNG	63	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	DSMZ	adherent epithelial-like growing as monolayer	ACH-000787	NA	63.2	50 hrs	Caucasian	0.4917	5%DMSO	1	NA	Hams F10+10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	523	187.3366314	LXF-289	LUAD	Lung:NSCLC_Adeno	3.11	Lung	31	128n	1	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	17.6333333333	lung_NSC	lung_NSC
ccle_broad_2019	M00921_SKIN	M00921_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	NA	303	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma	NA	10.0	NA	NA
ccle_broad_2019	M059J_CENTRAL_NERVOUS_SYSTEM	M059J_CENTRAL_NERVOUS_SYSTEM	NA	NA	Glioma	Glioblastoma Multiforme	NA	NA	ACH-001118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	central_nervous_system	NA	glioma	NA	139	NA	NA	GBM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Glioma	NA	4.66666666667	NA	glioma
ccle_broad_2019	M059K_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	33	CCLE	Glioma	Glioblastoma Multiforme	ATCC	adherent fibroblast	ACH-000152	NA	164.5	NA	Caucasian	0.6830	5% DMSO	2	NA	DMEM:F12 +10% FBS	Glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	NA	central_nervous_system	NA	glioma	glioblastoma	97	86.55945863	M059K	GBM	CNS:Glioma_HighGrade	4.06	Central_Nervous_System	NA	NA	1	NA	1	Primary	Male	NA	brain	NS	NS	Glioblastoma	NA	3.26666666667	glioma	glioma
ccle_broad_2019	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.5	CCLE	Leukemia	Acute Myeloid Leukemia	DSMZ	single round cells in suspention, a few cells are lightly adherent	ACH-000602	NA	NA	~  40 hrs	Caucasian	0.0387	NA	0	NA	80-90% Iscove's MDM or RPMI 1640 +10-20% h. i. FBS	Haematopoietic_Neoplasm	acute_myeloid_leukaemia	M7	NS	pediatric	blood	NA	AML	M7	243	112.4325512	M-07e	AML	Leukemia:AML	2.02	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	NA	1	Primary	Female	NA	NS	NS	NS	Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)	1L-3 ( 10ng/ml) or GM-CSF(10ng/ml) or 10-20% vol conditioned medium of cell line 5637(DSM-ACC 35)	8.13333333333	AML	AML
ccle_broad_2019	M1203273_SKIN	M1203273_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	NA	302	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma	NA	10.0666666667	NA	NA
ccle_broad_2019	M14_SKIN	M14_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	amelanotic	1085	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma, amelanotic	NA	36.5333333333	NA	melanoma
ccle_broad_2019	M980513_SKIN	M980513_SKIN	NA	NA	Melanoma	Cutaneous Melanoma	NA	NA	ACH-002338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	melanoma	NA	446	NA	NA	SKCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Melanoma	NA	14.7666666667	NA	NA
ccle_broad_2019	MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-001119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	lymphoma_unspecified	t_cell	337	NA	NA	TLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	T-cell	NA	11.3333333333	NA	NA
ccle_broad_2019	MALME3M_SKIN	MALME3M_SKIN	43	CCLE	Melanoma	Cutaneous Melanoma	NIBRI	NA	ACH-000477	skin_cancer	122.9	NA	Caucasian	0.6157	NA	0	NA	NA	Malignant_Melanoma	NS	NS	NS	NA	skin	NA	melanoma	NA	214	111.6048074	Malme-3M	SKCM	Skin:Melanoma	1.95	Skin	NA	NA	1	Caucasian	1	Metastasis	Male	lung	NS	NS	NS	Melanoma	NA	7.26666666667	melanoma	melanoma
ccle_broad_2019	MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	NA	NA	ACH-002485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_mantle_cell	NA	NA	NA	MCL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell, Non-Hodgkins, Mantle Cell	NA	NA	NA	NA
ccle_broad_2019	MB157_BREAST	MB157_BREAST	48	CCLE	Breast Cancer	Invasive Breast Carcinoma	NA	NA	ACH-001120	NA	NA	NA	African_american	NA	NA	NA	NA	NA	Carcinoma	NS	NS	NS	NA	breast	NA	breast_carcinoma	NA	NA	NA	MB 157	BRCA	NA	NA	Breast	NA	NA	NA	African_American	1	Metastasis	Female	pleura	NS	NS	NS	Carcinoma	NA	NA	breast	breast
ccle_broad_2019	MB1_THYROID	MB1_THYROID	NA	NA	Thyroid Cancer	Anaplastic Thyroid Cancer	NA	NA	ACH-001356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	thyroid_carcinoma	anaplastic	125	NA	NA	THAP	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoma, anaplastic	NA	4.43333333333	NA	NA
ccle_broad_2019	MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Leukemia	Acute Myeloid Leukemia	NA	NA	ACH-002390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	AML	NA	112	NA	NA	AML	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Myelogenous Leukemia (AML)	NA	3.73333333333	NA	AML
ccle_broad_2019	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	CCLE	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	ATCC	SUSPENSION LYMPHOBLASTS	ACH-000583	undifferentiated B lymphoma	44.4	26-28 hrs	Caucasian	0.2323	5%DMSO	0	NA	RPMI-1640+20%FBS	Lymphoid_Neoplasm	B_cell_lymphoma_unspecified	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell	299	132.9188091	MC116	MBN	Lymphoma:NH_B_cell	2.08	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	NA	1	Metastasis	Male	pleura	NS	NS	NS	B-cell, Non-Hodgkins	NA	10.0333333333	lymphoma_other	B-cell_lymphoma_other
ccle_broad_2019	MCAS_OVARY	MCAS_OVARY	NA	CCLE	Ovarian Cancer	Ovarian Epithelial Tumor	HSRRB	Adherent; DT=27hrs	ACH-000796	Ovarian Cancer	30	27 hrs	Asian	0.3910	5% DMSO	0	NA	EMEM+20%FBS	Carcinoma	adenocarcinoma	NS	NS	NA	ovary	NA	ovary_adenocarcinoma	mucinous	415	232.1814139	MCAS	OVT	Ovary:Carcinoma	1.94	Ovary	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	Cystadenocarcinoma, mucinous	NA	14.0	ovary	ovary
ccle_broad_2019	MCC13_SKIN	MCC13_SKIN	NA	NA	Skin Cancer, Non-Melanoma	Merkel Cell Carcinoma	NA	NA	ACH-001550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	merkel_cell_carcinoma	NA	4311	NA	NA	MCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Merkel Cell Carcinoma	NA	145.066666667	NA	NA
ccle_broad_2019	MCC142_SKIN	MCC142_SKIN	NA	NA	Skin Cancer, Non-Melanoma	Merkel Cell Carcinoma	NA	NA	ACH-001551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	merkel_cell_carcinoma	NA	392	NA	NA	MCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Merkel Cell Carcinoma	NA	13.2333333333	NA	NA
ccle_broad_2019	MCC26_SKIN	MCC26_SKIN	NA	NA	Skin Cancer, Non-Melanoma	Merkel Cell Carcinoma	NA	NA	ACH-001552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skin	NA	merkel_cell_carcinoma	NA	1360	NA	NA	MCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Merkel Cell Carcinoma	NA	45.5333333333	NA	NA
ccle_broad_2019	MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Plasma Cell Myeloma	NA	NA	ACH-002270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	engineered	NA	NA	NA	193	NA	NA	PCM	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6.6	NA	other
ccle_broad_2019	MCF7_BREAST	MCF7_BREAST	69	CCLE	Breast Cancer	Invasive Breast Carcinoma	ATCC	ADHERENT CELLS	ACH-000019	breast_cancer	84.9	NA	Caucasian	0.6269	5% DMSO	0	NA	EMEM+10% FBS	Carcinoma	NS	NS	NS	NA	breast	luminal	breast_carcinoma	ERpos_HER2neg	494	95.02326297	MCF7	BRCA	Breast:Carcinoma	2.02	Breast	8	126	1	Caucasian	1	Metastasis	Female	pleura	NS	NS	NS	Carcinoma	0.01 mg/ml bovine insulin	16.6666666667	breast	breast
ccle_broad_2019	MCIXC_AUTONOMIC_GANGLIA	MCIXC_AUTONOMIC_GANGLIA	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	182	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	6.06666666667	NA	Ewings_sarcoma
